City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Forecast
80,Svetlyy,RU,2021-04-04 16:59:07,54.675,20.1347,46.4,49,0,13.42,clear sky
81,Hobart,AU,2021-04-04 16:59:07,-42.8794,147.3294,57.2,62,40,11.5,scattered clouds
82,Warrnambool,AU,2021-04-04 16:59:07,-38.3833,142.4833,54.81,77,51,6.8,broken clouds
83,Kodiak,US,2021-04-04 16:57:47,57.79,-152.4072,33.8,80,1,4.61,clear sky
84,Provideniya,RU,2021-04-04 16:59:08,64.3833,-173.3,-6.05,88,29,7.36,scattered clouds
85,Bredasdorp,ZA,2021-04-04 16:59:08,-34.5322,20.0403,69.8,73,87,12.66,overcast clouds
86,Punta Arenas,CL,2021-04-04 16:59:08,-53.15,-70.9167,48.2,49,0,18.41,clear sky
87,Blagoyevo,RU,2021-04-04 16:59:09,63.3667,47.9167,24.49,92,83,4.16,broken clouds
88,Bluff,NZ,2021-04-04 16:57:31,-46.6,168.3333,57.99,74,76,7.0,broken clouds
89,Codrington,AU,2021-04-04 16:59:10,-38.2667,141.9667,57.85,67,87,8.16,overcast clouds
90,Cherskiy,RU,2021-04-04 16:59:10,68.75,161.3,-15.7,100,96,3.11,overcast clouds
91,Nikolskoye,RU,2021-04-04 16:59:10,59.7035,30.7861,42.8,65,20,8.95,few clouds
92,Kaeo,NZ,2021-04-04 16:59:10,-35.1,173.7833,51.01,95,15,1.99,few clouds
93,Gubkinskiy,RU,2021-04-04 16:59:11,64.434,76.5026,32.74,92,100,16.08,overcast clouds
94,Dikson,RU,2021-04-04 16:59:11,73.5069,80.5464,7.57,89,100,8.32,overcast clouds
95,Vilhena,BR,2021-04-04 16:59:11,-12.7406,-60.1458,84.2,70,40,10.36,moderate rain
96,Yulara,AU,2021-04-04 16:59:12,-25.2406,130.9889,68.0,37,0,5.75,clear sky
97,Qasigiannguit,GL,2021-04-04 16:57:39,68.8193,-51.1922,19.4,49,20,4.61,few clouds
98,Nome,US,2021-04-04 16:59:06,64.5011,-165.4064,-0.4,78,90,24.16,snow
99,Iringa,TZ,2021-04-04 16:59:12,-7.7667,35.7,73.4,68,20,5.37,few clouds
100,Yerbogachen,RU,2021-04-04 16:59:13,61.2767,108.0108,-13.23,99,65,4.16,broken clouds
101,Hermanus,ZA,2021-04-04 16:59:13,-34.4187,19.2345,69.01,86,85,1.01,light rain
