City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Forecast
225,Necochea,AR,2021-04-04 22:39:32,-38.5473,-58.7368,69.01,63,9,5.01,clear sky
226,Rawatbhata,IN,2021-04-04 22:39:33,24.9333,75.5833,79.12,14,2,6.33,clear sky
227,Kiboga,UG,2021-04-04 22:39:33,0.9161,31.7742,62.58,96,100,1.72,overcast clouds
228,Cabo San Lucas,MX,2021-04-04 22:37:12,22.8909,-109.9124,93.2,18,1,20.71,clear sky
229,Sandakan,MY,2021-04-04 22:39:33,5.8402,118.1179,80.6,89,20,4.61,few clouds
230,Viloco,BO,2021-04-04 22:39:34,-16.95,-67.55,44.62,86,90,4.21,overcast clouds
231,Kavieng,PG,2021-04-04 22:39:34,-2.5744,150.7967,80.42,78,98,4.72,light rain
232,Iskateley,RU,2021-04-04 22:39:34,67.6803,53.1512,12.58,93,26,8.32,scattered clouds
233,Vestmannaeyjar,IS,2021-04-04 22:39:35,63.4427,-20.2734,20.75,54,9,24.02,clear sky
234,Estremoz,PT,2021-04-04 22:36:38,38.8443,-7.5859,57.0,76,0,1.01,clear sky
235,New Norfolk,AU,2021-04-04 22:39:35,-42.7826,147.0587,61.0,65,69,1.99,broken clouds
236,Port Lincoln,AU,2021-04-04 22:39:35,-34.7333,135.8667,64.83,74,0,12.91,clear sky
237,Tautira,PF,2021-04-04 22:39:36,-17.7333,-149.15,86.0,70,40,4.61,scattered clouds
238,Klaksvik,FO,2021-04-04 22:37:34,62.2266,-6.589,24.8,58,75,39.12,light snow
239,Marzuq,YE,2021-04-04 22:39:36,14.4,46.4667,66.99,16,1,1.12,clear sky
240,Norden,DE,2021-04-04 22:39:36,53.6,7.2,41.0,89,94,8.99,overcast clouds
241,Bayji,IQ,2021-04-04 22:39:37,34.9311,43.487,62.06,42,0,6.58,clear sky
242,Gorontalo,ID,2021-04-04 22:39:37,0.5412,123.0595,78.51,87,99,3.62,overcast clouds
243,Buala,SB,2021-04-04 22:39:37,-8.145,159.5921,84.49,73,87,4.18,overcast clouds
244,Terbuny,RU,2021-04-04 22:39:38,52.1389,38.2789,32.5,89,5,3.6,clear sky
245,Trelew,AR,2021-04-04 22:36:13,-43.249,-65.3051,82.33,30,12,18.41,few clouds
246,La Ronge,CA,2021-04-04 22:39:38,55.1001,-105.2842,42.8,49,100,12.66,overcast clouds
247,Avarua,CK,2021-04-04 22:39:39,-21.2078,-159.775,86.0,74,75,18.41,broken clouds
248,Ajdabiya,LY,2021-04-04 22:39:39,30.7554,20.2263,72.57,12,63,13.58,broken clouds
249,Timmins,CA,2021-04-04 22:39:39,48.4669,-81.3331,53.6,26,40,6.91,scattered clouds
250,Tabuk,PH,2021-04-04 22:39:40,17.4189,121.4443,74.77,81,40,3.33,scattered clouds
251,Bari,IT,2021-04-04 22:39:40,41.1177,16.8512,48.99,57,0,9.22,clear sky
252,Pafos,CY,2021-04-04 22:39:41,34.7667,32.4167,51.8,82,0,6.91,clear sky
253,Calvia,ES,2021-04-04 22:39:02,39.5657,2.5062,57.0,61,22,1.01,few clouds
254,Turkistan,KZ,2021-04-04 22:39:41,43.0,68.0,46.83,72,94,11.41,overcast clouds
255,Dunedin,NZ,2021-04-04 22:39:41,-45.8742,170.5036,66.99,43,21,24.0,few clouds
256,Brebes,ID,2021-04-04 22:39:42,-6.8706,109.0369,78.49,85,99,4.05,overcast clouds
257,Luocheng,CN,2021-04-04 22:39:42,29.3848,104.0286,55.27,88,100,4.97,overcast clouds
258,Fort Nelson,CA,2021-04-04 22:39:42,58.8053,-122.7002,48.2,21,40,8.05,scattered clouds
259,Chumphon,TH,2021-04-04 22:39:43,10.3333,98.8333,70.57,96,99,0.67,overcast clouds
260,Vangaindrano,MG,2021-04-04 22:39:43,-23.35,47.6,72.1,94,18,7.02,light rain
261,Buraydah,SA,2021-04-04 22:39:43,26.326,43.975,62.6,31,0,6.91,clear sky
